Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.4308139055023799,True,False,True
0,0.6783296870926508,0.549692172621207,-0.4482349384406481,0.0,-0.6693259195563911,True,False,True
0,0.6783296870926508,1.8956266417828376,-0.4482349384406481,0.0,-0.6114326499178234,True,False,False
1,0.6783296870926508,-1.322912306212366,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,0.6783296870926508,0.31561661276701036,1.8007351439963428,0.0,0.07333072176709961,True,False,True
1,0.6783296870926508,-0.38661006679557947,-0.4482349384406481,0.0,0.30654723241341414,True,False,False
1,0.6783296870926508,-1.5569878660665626,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
1,-2.0491701697189146,1.2519188521837967,-0.4482349384406481,0.0,1.276132470291921,True,False,False
0,0.6783296870926508,-0.6206856266497761,-0.4482349384406481,0.0,-0.6253263994882422,True,False,True
1,-0.6854202413131321,0.6667299525483052,-0.4482349384406481,0.0,0.4822039234108508,False,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
0,-0.6854202413131321,0.08154105291281376,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,-0.5697514012065672,True,True,False
1,0.6783296870926508,-0.26957228686848117,-0.4482349384406481,0.0,-0.5558576516361485,False,False,True
0,-0.6854202413131321,1.4859944120379933,1.8007351439963428,0.0,0.9585610515394929,True,False,True
0,-0.6854202413131321,0.08154105291281376,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
1,0.6783296870926508,-1.5569878660665626,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,-0.6854202413131321,-0.26957228686848117,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,0.6783296870926508,2.539334431381878,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.442722833705596,True,False,True
1,-0.6854202413131321,-1.2058745262852677,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
0,0.6783296870926508,-1.03031785639462,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
0,-0.6854202413131321,-1.322912306212366,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,0.6783296870926508,-0.035496727014284545,-0.4482349384406481,0.0,-0.5677665798393645,True,False,True
0,-0.6854202413131321,-0.6206856266497761,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5856299721441887,False,False,True
0,-0.6854202413131321,1.7200699718921901,1.8007351439963428,0.0,0.8791681968513859,True,False,True
0,-0.6854202413131321,-1.2058745262852677,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
0,-0.6854202413131321,0.43265439269410866,-0.4482349384406481,0.0,-0.21049873374288294,True,False,True
0,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,-0.03748582480656013,False,False,False
1,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,0.045543222626262175,False,True,False
0,-0.6854202413131321,-0.035496727014284545,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.6193719353866342,True,False,True
0,0.6783296870926508,0.08154105291281376,-0.4482349384406481,0.0,-0.6114326499178234,True,False,False
0,0.6783296870926508,-0.5036478467226778,-0.4482349384406481,0.0,-0.5677665798393645,False,False,True
0,-0.6854202413131321,2.8904477711631733,1.8007351439963428,0.0,0.8791681968513859,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
0,0.6783296870926508,0.08154105291281376,1.8007351439963428,0.0,0.0931789354391265,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,True,True,False
0,-2.0491701697189146,1.2519188521837967,-0.4482349384406481,0.0,-1.1850460250393966,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
0,-0.6854202413131321,0.7837677324754035,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
1,0.6783296870926508,-0.5036478467226778,1.8007351439963428,0.0,-0.5677665798393645,True,False,True
0,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,1.276132470291921,True,False,True
1,0.6783296870926508,-0.5036478467226778,-0.4482349384406481,0.0,-1.1850460250393966,True,False,True
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
0,0.6783296870926508,1.8371077518192884,-0.4482349384406481,0.0,-0.5697514012065672,False,False,True
0,-0.6854202413131321,-0.15253450694138285,-0.4482349384406481,0.0,-1.1850460250393966,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5614786657480665,True,False,True
0,0.6783296870926508,-1.5569878660665626,-0.4482349384406481,0.0,-0.4308139055023799,True,False,True
1,0.6783296870926508,-1.2058745262852677,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,0.8791681968513859,True,False,True
0,0.6783296870926508,0.43265439269410866,-0.4482349384406481,0.0,-0.4973054213036696,True,False,False
1,0.6783296870926508,0.08154105291281376,-0.4482349384406481,0.0,-0.4308139055023799,True,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
1,-0.6854202413131321,1.4859944120379933,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
1,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
0,-0.6854202413131321,0.7837677324754035,-0.4482349384406481,0.0,-0.16286302093001875,True,False,False
0,0.6783296870926508,-0.6206856266497761,-0.4482349384406481,0.0,-0.48241926104964955,False,False,True
0,0.6783296870926508,-0.6206856266497761,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
0,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,1.0157874211986804,True,False,False
0,0.6783296870926508,-0.6792045166133253,-0.4482349384406481,0.0,-0.6110991999281334,True,False,False
1,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,1.2364360429478676,True,False,True
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
1,0.6783296870926508,-0.15253450694138285,4.049705226433334,0.0,0.6608378464590916,True,True,False
0,0.6783296870926508,-1.2058745262852677,-0.4482349384406481,0.0,-1.1850460250393966,True,False,True
1,-0.6854202413131321,-0.15253450694138285,-0.4482349384406481,0.0,-0.20454426964127495,False,True,False
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,-0.6854202413131321,0.08154105291281376,1.8007351439963428,0.0,0.7203824874751719,True,False,False
1,-2.0491701697189146,0.08154105291281376,-0.4482349384406481,0.0,3.3347256780707855,False,False,False
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
1,0.6783296870926508,-0.38661006679557947,-0.4482349384406481,0.0,-0.5614786657480665,False,False,True
1,-0.6854202413131321,-0.6206856266497761,1.8007351439963428,0.0,0.8791681968513859,False,False,True
0,-0.6854202413131321,2.8904477711631733,-0.4482349384406481,0.0,-0.07354605940589835,True,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
0,0.6783296870926508,-0.26957228686848117,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
1,-0.6854202413131321,0.08154105291281376,-0.4482349384406481,0.0,-0.20454426964127495,False,True,False
1,-0.6854202413131321,0.7837677324754035,-0.4482349384406481,0.0,-0.15293891409400537,False,False,True
1,0.6783296870926508,-0.15253450694138285,4.049705226433334,0.0,0.6608378464590916,False,True,False
0,-2.0491701697189146,1.8956266417828376,-0.4482349384406481,0.0,1.0776503335716534,True,False,True
0,0.6783296870926508,-1.5569878660665626,4.049705226433334,0.0,0.24402535934652972,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
1,0.6783296870926508,1.8371077518192884,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,-2.0491701697189146,1.8371077518192884,-0.4482349384406481,0.0,1.6334003163884026,True,False,True
0,-0.6854202413131321,-0.15253450694138285,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,-0.6854202413131321,-0.5036478467226778,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,-0.6854202413131321,0.7837677324754035,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
1,-0.6854202413131321,-0.6206856266497761,-0.4482349384406481,0.0,-0.15293891409400537,False,False,True
1,-0.6854202413131321,1.2519188521837967,-0.4482349384406481,0.0,-0.15293891409400537,False,False,True
1,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,0.0931789354391265,False,False,True
0,0.6783296870926508,1.4859944120379933,-0.4482349384406481,0.0,-0.4973054213036696,True,False,True
0,0.6783296870926508,-0.7377234065768744,-0.4482349384406481,0.0,-0.4526469405416094,True,False,True
0,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,1.5937038890443491,True,False,True
0,0.6783296870926508,-0.5036478467226778,1.8007351439963428,0.0,0.22814678840890837,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.6114326499178234,True,False,False
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.4308139055023799,True,False,True
0,-0.6854202413131321,1.0178432923296001,-0.4482349384406481,0.0,-0.15293891409400537,False,False,True
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5594938443808638,False,True,False
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5594938443808638,False,True,False
0,-0.6854202413131321,-0.035496727014284545,1.8007351439963428,0.0,1.0157874211986804,True,False,False
0,0.6783296870926508,0.6667299525483052,-0.4482349384406481,0.0,-0.6253263994882422,True,False,True
0,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,0.045543222626262175,True,True,False
0,0.6783296870926508,0.08154105291281376,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.6110991999281334,False,False,False
1,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,False,True,False
1,-2.0491701697189146,-0.5036478467226778,1.8007351439963428,0.0,3.2166288067222264,True,False,False
0,0.6783296870926508,-1.322912306212366,1.8007351439963428,0.0,-0.6693259195563911,True,False,True
0,0.6783296870926508,-1.2058745262852677,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
1,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.6094478285506207,False,False,True
0,0.6783296870926508,-1.0888367463581692,-0.4482349384406481,0.0,-0.8664821956033673,True,False,False
0,0.6783296870926508,-1.2058745262852677,-0.4482349384406481,0.0,-0.5677665798393645,True,False,True
0,0.6783296870926508,0.31561661276701036,-0.4482349384406481,0.0,-0.5558576516361485,True,False,True
1,-2.0491701697189146,0.6667299525483052,1.8007351439963428,0.0,2.9433824187421687,False,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
1,-0.6854202413131321,0.7837677324754035,-0.4482349384406481,0.0,-0.15293891409400537,False,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5714027725840799,True,True,False
1,-0.6854202413131321,-1.4399500861394643,-0.4482349384406481,0.0,-0.2323317687821124,False,False,False
1,0.6783296870926508,-0.971798966431071,-0.4482349384406481,0.0,-0.5661152084618519,True,False,True
0,0.6783296870926508,-0.15253450694138285,4.049705226433334,0.0,-0.5558576516361485,True,False,True
0,0.6783296870926508,-0.8547611865039727,-0.4482349384406481,0.0,-0.5661152084618519,True,False,True
0,0.6783296870926508,0.19857883283991207,-0.4482349384406481,0.0,-0.5614786657480665,False,False,True
0,-0.6854202413131321,1.9541455317463867,-0.4482349384406481,0.0,0.8791681968513859,True,False,True
0,-0.6854202413131321,-0.7377234065768744,-0.4482349384406481,0.0,-0.35142105081427294,True,False,True
1,-0.6854202413131321,-0.15253450694138285,-0.4482349384406481,0.0,-0.1807264132348428,False,False,True
1,0.6783296870926508,1.1348810722566984,-0.4482349384406481,0.0,-0.5558576516361485,True,False,True
0,0.6783296870926508,-0.38661006679557947,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
0,0.6783296870926508,-0.971798966431071,1.8007351439963428,0.0,-0.4050112277287452,False,False,True
0,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,0.07333072176709961,True,False,True
0,0.6783296870926508,-1.0888367463581692,-0.4482349384406481,0.0,-0.4973054213036696,False,False,True
0,-0.6854202413131321,0.549692172621207,1.8007351439963428,0.0,0.4822039234108508,True,False,True
0,0.6783296870926508,2.539334431381878,-0.4482349384406481,0.0,-0.5697514012065672,True,False,True
0,0.6783296870926508,-0.971798966431071,-0.4482349384406481,0.0,-0.5677665798393645,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.6405460097319523,True,True,False
0,-0.6854202413131321,-0.15253450694138285,-0.4482349384406481,0.0,-1.1850460250393966,True,False,True
1,0.6783296870926508,1.7200699718921901,-0.4482349384406481,0.0,-0.5558576516361485,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.545933544800135,False,False,True
0,-0.6854202413131321,0.08154105291281376,-0.4482349384406481,0.0,-0.15293891409400537,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5581759229930412,True,False,False
0,0.6783296870926508,-0.971798966431071,-0.4482349384406481,0.0,-0.5710772618798586,True,True,False
0,0.6783296870926508,-0.035496727014284545,-0.4482349384406481,0.0,-0.5598272943705539,True,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.6094478285506207,True,False,True
1,-0.6854202413131321,-0.15253450694138285,1.8007351439963428,0.0,0.8791681968513859,False,False,True
1,-0.6854202413131321,-1.2058745262852677,-0.4482349384406481,0.0,0.8791681968513859,False,False,True
0,0.6783296870926508,-0.15253450694138285,-0.4482349384406481,0.0,-0.5697514012065672,True,True,False
1,0.6783296870926508,0.31561661276701036,-0.4482349384406481,0.0,-0.545933544800135,True,False,True
1,-2.0491701697189146,-0.15253450694138285,-0.4482349384406481,0.0,0.9228342669298448,True,False,True
1,0.6783296870926508,-0.15253450694138285,1.8007351439963428,0.0,0.0931789354391265,False,False,True
